,Age,Monthly_Hours_Log,Customer_Support_Calls,Device_Type,Discount_Offered,Satisfaction_Score,Premium_User
1213,18,24.52467854982005,5,Mobile,0,1,0
1214,49,39.844026518354106,2,Desktop,0,5,1
1215,30,26.793877956282333,0,Mobile,0,1,1
1216,47,22.228587951944803,1,Tablet,1,5,0
1217,40,12.107461127177377,2,Tablet,1,5,1
1218,36,22.89872383747066,1,Tablet,0,5,1
1219,49,22.30890443671091,1,Tablet,0,1,1
1220,47,32.68243837025176,1,Mobile,1,5,1
1221,46,28.69986899253483,0,Mobile,1,5,0
1222,62,15.565047026939062,0,Desktop,0,2,1
1223,46,26.3780350912883,0,Desktop,0,1,0
1224,47,30.372249373832428,3,Mobile,0,3,1
1225,33,37.22425087510266,0,Mobile,0,4,1
1226,57,32.10003173931248,1,Desktop,1,2,1
1227,36,31.086773234491822,2,Mobile,0,5,1
1228,35,25.480687956921308,1,Tablet,0,3,0
1229,18,28.106496043387597,1,Tablet,0,3,0
1230,31,34.99603920564927,1,Tablet,0,5,1
1231,64,14.337780820162802,1,Desktop,0,5,0
1232,19,22.20448538226435,1,Mobile,0,2,1
1233,45,18.819450009950074,2,Desktop,1,1,1
1234,47,28.033224949808993,2,Desktop,0,2,0
1235,55,34.8417774052063,1,Mobile,0,1,1
1236,21,20.22420570623141,1,Desktop,0,3,0
1237,18,5.877565060244496,2,Tablet,0,4,0
1238,25,21.70223403980424,1,Mobile,0,5,1
1239,46,32.30778985613925,2,Tablet,0,2,0
1240,56,29.301039223599037,1,Tablet,1,3,1
1241,20,28.42548998248461,3,Mobile,0,2,1
1242,49,22.76005358500416,2,Tablet,1,1,0
1243,27,14.76775411024171,1,Tablet,0,5,1
1244,27,29.12235457299574,2,Tablet,0,1,0
1245,36,18.325745519723,4,Mobile,0,1,1
1246,63,42.47277386704365,0,Mobile,0,1,1
1247,51,29.564057666836128,3,Mobile,0,3,1
1248,50,20.354813579568393,1,Desktop,0,5,0
1249,40,20.108918020890975,3,Tablet,0,4,1
1250,45,24.256446347091295,0,Desktop,0,2,1
1251,49,23.083984623826,0,Desktop,0,1,0
1252,24,33.93467020423964,1,Tablet,1,5,1
1253,46,26.49132935795237,4,Mobile,1,2,1
1254,25,19.146946088731774,2,Desktop,0,5,0
1255,18,40.12352548124626,3,Mobile,0,2,0
1256,20,25.394466652161782,2,Mobile,0,5,1
1257,41,31.150717407751173,4,Tablet,0,4,1
1258,40,20.134187940441926,5,Desktop,1,5,1
1259,25,27.90492502195619,2,Desktop,0,5,1
1260,64,27.48887992914556,1,Mobile,0,1,0
1261,54,9.882805663230776,2,Tablet,1,1,0
1262,20,41.122200883685124,2,Desktop,1,1,1
1263,50,35.325155687380374,1,Mobile,1,5,1
1264,45,21.8224374708321,3,Mobile,1,4,0
1265,64,16.181842076353156,2,Mobile,1,2,1
1266,25,27.780492910428414,3,Tablet,0,1,1
1267,51,25.693581595315173,0,Tablet,0,3,0
1268,52,27.845351588505835,1,Mobile,0,5,1
1269,49,26.532619169552717,1,Mobile,0,4,1
1270,41,29.04992791444741,1,Tablet,1,4,0
1271,31,36.578445595134454,1,Mobile,0,1,0
1272,49,29.54482564102917,0,Mobile,0,1,0
1273,63,16.60275600872047,1,Tablet,0,3,0
1274,60,35.90050282169962,3,Mobile,0,3,0
1275,33,38.1249165079063,4,Mobile,1,1,1
1276,21,50.21645387609668,1,Mobile,0,2,1
1277,54,16.012047734083218,0,Tablet,0,1,1
1278,38,26.9430561052022,1,Tablet,0,1,0
1279,31,8.343210374488102,0,Tablet,0,4,0
1280,48,29.425193251033672,1,Desktop,1,1,0
1281,35,20.61439761466582,2,Desktop,0,1,0
1282,24,40.38756635859963,3,Desktop,1,1,1
1283,27,18.803080239851344,2,Desktop,1,2,0
1284,24,11.486535696261907,0,Tablet,1,4,1
1285,50,21.229890074379842,0,Mobile,0,5,1
1286,40,9.1960978302629,1,Tablet,1,5,1
1287,38,31.00879563605848,1,Desktop,0,5,1
1288,36,8.479335629949436,4,Tablet,1,5,0
1289,36,25.22766064946527,1,Mobile,1,4,1
1290,53,8.377505441150426,2,Desktop,1,1,0
1291,46,22.437617563706866,0,Mobile,1,5,1
1292,35,38.14702524643627,3,Mobile,0,1,1
1293,19,27.88518313148636,1,Mobile,0,5,1
1294,18,18.092051160280526,1,Desktop,0,2,0
1295,64,24.750372088487328,2,Tablet,1,1,0
1296,22,25.144134976355573,3,Desktop,0,4,0
1297,37,28.781042766747245,0,Desktop,0,2,1
1298,28,14.065133093753388,3,Tablet,0,2,0
1299,59,29.740538190778643,4,Tablet,0,4,1
1300,19,3.3648669471777986,5,Tablet,1,2,0
1301,20,19.960923581089517,0,Tablet,0,1,0
1302,40,21.093809260387644,0,Mobile,1,3,1
1303,29,30.066614608569907,0,Desktop,0,3,1
1304,37,25.181046821414952,0,Desktop,1,5,0
1305,22,13.755495569149707,1,Desktop,0,5,0
1306,54,17.120054993463878,1,Tablet,0,1,1
1307,55,26.589440076379255,0,Desktop,1,4,1
1308,47,24.36746126508355,0,Mobile,0,1,0
1309,26,20.36700712291403,2,Desktop,0,5,1
1310,51,21.153329683904165,3,Desktop,0,2,1
1311,61,30.56934397727431,3,Mobile,0,1,0
1312,52,20.858459417046284,0,Mobile,0,1,0
1313,39,24.295270047767414,4,Desktop,0,4,1
1314,61,42.35949270464434,2,Tablet,0,5,1
1315,41,13.610538904928616,1,Tablet,0,1,0
1316,34,10.185258147402731,0,Desktop,0,2,0
1317,27,31.268717318388852,2,Desktop,0,2,0
1318,47,19.570855509647174,1,Desktop,1,3,1
1319,63,22.45409977805904,2,Desktop,0,5,1
1320,40,18.750748974951087,3,Tablet,1,2,1
1321,49,22.9215988738599,2,Desktop,0,4,0
1322,34,37.78830489677073,4,Mobile,0,5,1
1323,34,31.417027668944954,2,Tablet,0,2,1
1324,31,31.897788095095816,0,Tablet,0,1,1
1325,26,13.670183553658836,2,Mobile,0,5,0
1326,57,15.790770107577046,0,Desktop,0,2,1
1327,19,2.2873707241165846,3,Desktop,1,1,0
1328,62,18.52495343133797,0,Desktop,0,3,1
1329,42,32.653625491085265,1,Desktop,1,5,1
1330,56,29.135572125986968,0,Desktop,1,5,1
1331,26,23.22789389638301,2,Mobile,0,2,1
1332,39,24.821597730255576,0,Desktop,0,3,0
1333,60,19.488915659396756,1,Mobile,0,4,1
1334,63,26.638071059214273,0,Mobile,0,2,1
1335,21,31.12702623584492,1,Mobile,0,2,1
1336,43,12.072905700716218,3,Desktop,1,4,1
1337,46,27.397181502698785,2,Desktop,1,4,0
1338,62,32.45947896763734,0,Tablet,1,4,1
1339,51,21.679197688293044,1,Tablet,0,4,1
1340,40,30.60560489696467,2,Mobile,0,4,0
1341,54,47.517235555780424,1,Tablet,0,1,1
1342,28,24.165257656104863,1,Mobile,0,1,0
1343,23,28.146456400042588,1,Tablet,0,4,0
1344,35,19.095543330708868,0,Desktop,0,3,0
1345,38,26.450009300816404,1,Desktop,1,3,0
1346,59,28.68217299985843,0,Mobile,1,4,0
1347,53,26.558738722161106,0,Mobile,0,1,0
1348,58,16.842437442329146,2,Desktop,1,3,0
1349,55,26.650894170603607,1,Desktop,0,1,0
1350,51,36.69756750974109,2,Desktop,0,2,1
1351,34,28.589086116116217,2,Tablet,1,1,0
1352,54,32.69589751257473,1,Tablet,1,4,0
1353,42,23.103904239898977,2,Tablet,0,5,1
1354,55,30.999201915389683,0,Tablet,0,4,1
1355,29,27.234142705732207,0,Mobile,1,2,1
1356,40,17.392714162502145,5,Mobile,0,1,0
1357,59,27.548168038390997,0,Tablet,0,3,0
1358,39,17.066426692477517,0,Mobile,0,4,0
1359,38,19.936957800921665,1,Tablet,1,3,1
1360,44,26.51462645833899,0,Tablet,0,1,1
1361,48,27.37795418704099,0,Desktop,1,2,1
1362,23,15.486140279382967,0,Tablet,0,4,0
1363,44,33.43188616946301,1,Mobile,0,3,0
1364,57,29.576050226403783,2,Tablet,1,4,1
1365,51,19.36217251511293,0,Desktop,0,4,0
1366,29,12.699321628406597,1,Mobile,0,3,0
1367,62,23.84076336734855,1,Desktop,0,2,0
1368,24,21.43245028911072,2,Tablet,1,4,1
1369,27,25.905123656424184,1,Tablet,0,2,0
1370,62,22.095066710755468,1,Tablet,0,2,0
1371,34,8.940345114039921,3,Tablet,0,1,0
1372,43,21.893224493590733,1,Mobile,0,3,1
1373,38,22.555047111453497,0,Tablet,0,1,0
1374,45,30.06928819819247,0,Desktop,1,5,1
1375,63,19.414402603111604,0,Mobile,0,1,1
1376,19,38.429397386980526,2,Mobile,0,4,0
1377,60,9.706875594785943,5,Mobile,0,4,1
1378,18,35.489339982420994,4,Desktop,1,4,1
1379,53,23.20544823297516,1,Desktop,0,5,1
1380,43,31.87667897874845,0,Desktop,0,2,0
1381,46,25.638411872469863,3,Desktop,1,4,0
1382,38,34.11644428820375,3,Tablet,0,1,0
1383,28,21.90110428357751,2,Tablet,0,2,0
1384,57,16.2110365985775,0,Desktop,0,1,0
1385,28,36.364034298168505,1,Desktop,1,1,1
1386,53,24.09215483294287,1,Tablet,0,4,1
1387,56,26.772467788993684,2,Tablet,1,1,0
1388,57,34.87801531235836,4,Desktop,0,5,0
1389,52,16.74435806324452,1,Mobile,0,2,0
1390,51,29.76392718111406,1,Mobile,0,4,1
1391,64,20.280841948296874,1,Desktop,1,4,1
1392,41,23.942645154845025,2,Mobile,0,1,1
1393,39,25.57823172307431,2,Tablet,0,1,1
1394,22,12.998225108424512,3,Mobile,0,3,0
1395,50,18.769303657436524,0,Desktop,0,3,1
1396,53,35.808583139305114,0,Mobile,0,4,1
1397,64,32.08952950867837,3,Mobile,0,4,1
1398,37,24.49888338138212,0,Mobile,0,1,1
1399,36,26.944987668103145,2,Tablet,0,5,0
1400,52,22.64605995490834,1,Tablet,1,5,1
1401,60,35.85266708662385,1,Tablet,1,1,0
1402,34,23.39717937764669,1,Desktop,0,3,0
1403,62,26.854736737078785,1,Mobile,0,3,0
1404,60,34.16824115313652,0,Tablet,0,5,0
1405,51,18.781028121232747,2,Tablet,0,4,0
1406,26,37.47031347597515,3,Mobile,0,1,1
1407,43,12.756308722052985,3,Desktop,0,4,0
1408,19,38.03713704890239,1,Mobile,1,3,1
1409,26,22.018595328384205,2,Desktop,0,5,0
1410,26,23.058410017397748,2,Mobile,0,4,1
1411,57,9.879918630536457,2,Tablet,0,3,0
1412,34,21.361642260978456,1,Tablet,0,3,1
1413,18,16.681547751784926,3,Tablet,1,3,1
1414,42,20.138829237012217,1,Desktop,0,4,1
1415,60,23.90151227368896,1,Mobile,1,2,1
1416,57,32.662332915783246,1,Desktop,0,5,0
1417,59,26.660826811205006,1,Tablet,0,3,0
1418,42,27.46141322720891,3,Desktop,1,4,0
1419,56,16.2358448892355,1,Desktop,0,1,0
1420,52,17.95396728317816,3,Desktop,0,5,0
1421,20,39.389800146810494,4,Mobile,1,1,1
1422,54,19.118391721894028,1,Desktop,0,1,0
1423,61,38.24966601645836,2,Desktop,0,4,1
1424,61,23.05551040895307,0,Desktop,0,2,0
1425,47,25.018303489148032,3,Tablet,0,4,1
1426,55,33.56292128183944,1,Tablet,0,4,1
1427,51,35.175139375509254,2,Mobile,1,5,1
1428,29,24.1134995177673,1,Tablet,0,4,0
1429,36,21.89405557182769,2,Mobile,0,5,1
1430,54,24.552636411822295,1,Tablet,0,3,0
1431,61,27.703660225856947,4,Mobile,0,5,0
1432,34,32.130429494958044,1,Mobile,0,4,1
1433,27,25.03383887195321,1,Mobile,0,3,1
1434,64,29.95109038418523,1,Tablet,1,3,1
1435,29,38.10687785816753,2,Desktop,0,2,0
1436,33,28.050476898118276,0,Tablet,0,4,0
1437,41,27.493222848038226,1,Desktop,0,1,1
1438,36,12.848713399279458,2,Tablet,0,4,0
1439,25,3.9541589053674926,1,Desktop,1,1,0
1440,48,28.107005833841345,1,Tablet,0,2,1
1441,38,24.241406149753022,3,Mobile,0,4,0
1442,34,20.881738600682063,1,Mobile,0,2,1
1443,40,26.948241633490756,1,Mobile,0,1,1
1444,54,24.516770166424735,1,Desktop,1,5,1
1445,33,34.02224200507119,4,Desktop,0,4,0
1446,23,25.688886946071822,0,Mobile,0,3,0
1447,25,19.02461371943866,2,Desktop,0,3,0
1448,42,32.92132991167431,4,Mobile,0,2,1
1449,35,23.26295140043038,0,Tablet,0,5,1
1450,42,29.21229346937846,2,Desktop,1,3,0
1451,29,21.180714350457595,1,Desktop,0,3,0
1452,32,19.80138491602051,0,Tablet,1,4,1
1453,43,25.67334584148557,1,Desktop,0,3,1
1454,58,25.102629148349482,0,Desktop,1,1,1
1455,62,28.838616282934666,1,Desktop,0,2,1
1456,43,22.85083397352206,1,Tablet,0,3,1
1457,64,10.309121729836821,0,Mobile,1,4,0
1458,49,21.53780893129289,2,Mobile,0,1,0
1459,27,31.350547737150524,0,Tablet,0,3,0
1460,33,22.620991366055147,3,Tablet,1,2,0
1461,24,23.028932779883615,1,Tablet,0,2,0
1462,34,32.8910120472475,2,Mobile,0,2,1
1463,40,19.304214181928618,1,Tablet,1,3,1
1464,43,12.657574254056803,0,Mobile,1,1,0
1465,38,23.714951043796045,0,Tablet,1,5,0
1466,39,21.126608390010105,0,Desktop,0,2,1
1467,24,17.270029441973968,2,Mobile,0,1,0
1468,31,23.596972352810475,4,Mobile,1,4,0
1469,32,28.93204517797427,4,Tablet,0,4,0
1470,24,24.925691507457476,1,Desktop,1,1,0
1471,26,27.455848581489903,1,Mobile,0,4,1
1472,25,39.507261588123384,2,Tablet,0,4,0
1473,40,22.256969107539486,2,Desktop,0,2,1
1474,46,27.226789077157356,3,Mobile,1,3,0
1475,35,20.926293099206923,3,Tablet,0,3,0
1476,48,18.229122240904218,2,Desktop,1,3,0
1477,47,20.32073877265784,1,Mobile,1,3,1
1478,56,21.16993142782649,3,Mobile,1,1,1
1479,52,27.875806380377004,2,Desktop,1,2,0
1480,35,43.792606293606056,0,Tablet,1,1,1
1481,59,19.271652509793277,3,Tablet,1,4,1
1482,56,21.6669975550763,2,Desktop,0,2,1
1483,34,24.495015895110015,3,Mobile,0,5,1
1484,31,28.166390789677976,1,Desktop,0,3,0
1485,48,27.10840649563828,1,Desktop,0,4,0
1486,41,35.272766351584934,1,Desktop,0,3,0
1487,52,5.588863435718334,0,Mobile,0,3,0
1488,61,5.904561038434618,0,Desktop,1,3,1
1489,62,21.032974623918804,3,Desktop,0,5,0
1490,51,33.77840150034967,0,Mobile,0,4,0
1491,20,12.47481574715523,1,Mobile,1,3,1
1492,54,0.9389412824499423,4,Desktop,0,3,0
1493,60,29.56943524975367,2,Tablet,0,2,1
1494,57,26.949257789621715,1,Desktop,1,3,0
1495,43,16.278332745604562,3,Mobile,0,2,0
1496,40,17.11568319423256,2,Mobile,0,4,0
1497,61,17.242050242922605,1,Mobile,0,4,0
1498,56,25.88428253979152,0,Tablet,0,4,1
1499,32,19.989477790535943,0,Mobile,1,2,0
1500,21,28.95251135180416,3,Tablet,0,5,1
1501,46,2.1629866967648717,3,Mobile,1,5,1
1502,39,18.145185078977605,1,Mobile,0,3,0
1503,42,15.991568312711598,3,Desktop,0,4,0
1504,30,22.949274573020062,1,Tablet,1,1,0
1505,35,20.695617932078893,1,Desktop,1,3,1
1506,50,31.382750239166132,4,Tablet,0,5,0
1507,33,10.12530582671954,1,Mobile,0,5,0
1508,62,25.363931810646015,2,Mobile,1,4,1
1509,59,29.466691385693643,1,Tablet,0,2,1
1510,61,39.85317949249564,1,Desktop,0,3,0
1511,19,21.1458722312522,2,Tablet,1,2,1
1512,52,27.595668834820138,2,Tablet,0,5,0
1513,59,10.56909765950108,1,Tablet,0,4,1
1514,51,5.86435036549581,2,Mobile,0,5,0
1515,47,31.7581950062536,1,Tablet,1,4,1
1516,30,24.955517650815434,1,Mobile,0,1,1
1517,30,34.42810151838738,1,Desktop,1,2,1
1518,35,14.012776888242007,2,Mobile,0,3,1
1519,49,29.15921711623002,1,Desktop,0,4,0
1520,49,39.950542724350825,1,Desktop,0,1,1
1521,52,28.357644866858127,1,Desktop,0,1,0
1522,56,27.21265204472839,2,Mobile,0,2,0
1523,63,25.0684486465948,1,Tablet,0,4,1
1524,46,12.432948342992702,2,Mobile,1,3,1
1525,46,35.84458348568278,0,Desktop,1,3,1
1526,61,20.113138881559472,3,Tablet,0,3,1
1527,33,29.035866051064136,1,Mobile,1,5,1
1528,61,12.495725547429972,2,Desktop,0,5,1
1529,64,15.564322683937757,0,Desktop,0,4,0
1530,27,36.48069919377788,0,Tablet,0,3,1
1531,47,22.221581688337256,2,Mobile,0,1,0
1532,42,36.62620380834036,1,Tablet,0,3,1
1533,56,24.374154727531856,0,Tablet,0,4,1
1534,37,10.26481781633714,1,Tablet,0,3,0
1535,22,32.13654079785376,3,Tablet,0,2,0
1536,18,20.280861457955137,2,Mobile,1,3,0
1537,47,30.58951050813635,0,Tablet,1,1,1
1538,20,25.201686940320656,1,Desktop,0,4,0
1539,62,12.655054176457037,0,Desktop,1,4,0
1540,31,26.314358122964553,2,Desktop,0,1,0
1541,47,42.5697851372224,0,Tablet,1,4,1
1542,21,28.943891668115675,2,Desktop,0,3,0
1543,35,24.539857975956295,2,Mobile,0,4,0
1544,54,33.602747215655185,1,Tablet,0,3,0
1545,42,26.685347721624886,2,Tablet,0,4,1
1546,18,26.676273842102354,1,Tablet,0,3,1
1547,63,16.26699862272718,0,Mobile,0,3,0
1548,32,26.870784206316788,1,Tablet,0,1,1
1549,26,33.283547331335555,3,Tablet,0,1,0
1550,32,18.311502783199803,1,Desktop,1,5,1
1551,41,36.395966569975585,2,Desktop,0,1,1
1552,21,24.26635180683899,0,Tablet,1,3,1
1553,29,17.897843907691673,0,Mobile,0,3,0
1554,54,32.98105661536196,4,Desktop,0,4,0
1555,54,22.705646114093845,2,Tablet,0,4,1
1556,60,31.076119099888864,2,Desktop,1,5,1
1557,23,22.665930941931702,3,Desktop,0,3,0
1558,56,24.52139085176077,2,Mobile,0,5,1
1559,63,28.948481634674334,1,Tablet,0,3,1
1560,41,27.327176460720047,3,Desktop,0,1,0
1561,28,9.035745756386092,1,Tablet,0,4,1
1562,30,16.030050079244866,0,Mobile,0,5,1
1563,51,32.435279878326526,1,Mobile,1,2,1
1564,42,23.942907288787623,2,Desktop,1,3,1
1565,24,20.810149577828625,2,Mobile,1,1,0
1566,21,14.131407877940205,2,Desktop,0,2,0
1567,25,16.362109429793215,0,Tablet,0,1,0
1568,37,8.82561088030442,0,Desktop,0,1,1
1569,46,24.189754250387736,2,Desktop,1,3,0
1570,62,20.212499355351625,2,Mobile,0,1,0
1571,63,17.267296872117477,3,Tablet,0,5,1
1572,27,24.455012598656374,2,Tablet,1,2,0
1573,60,27.911765046821905,2,Desktop,0,1,0
1574,51,41.74558345767956,2,Tablet,0,1,1
1575,43,12.904932643494291,1,Tablet,0,4,1
1576,58,34.275048346404176,1,Desktop,0,4,1
1577,20,32.78481248812058,2,Desktop,1,5,1
1578,23,18.767258084986395,0,Tablet,0,4,1
1579,22,26.625887636688248,4,Desktop,0,1,0
1580,22,21.338934005299077,0,Mobile,0,1,1
1581,64,26.48550864334991,1,Tablet,0,2,0
1582,40,37.0730481072364,3,Desktop,0,4,1
1583,26,29.844849861050506,1,Tablet,0,3,1
1584,52,29.068866985867537,0,Tablet,0,4,1
1585,37,21.55752544036286,0,Mobile,0,1,0
1586,59,13.127546680605318,2,Mobile,1,2,0
1587,52,23.332254315676735,0,Tablet,0,4,0
1588,35,34.65286523891132,2,Mobile,1,2,0
1589,34,12.78265714728282,0,Desktop,0,4,1
1590,41,16.55928505458644,4,Tablet,0,5,0
1591,20,26.010141889872546,0,Mobile,1,1,0
1592,49,17.1227617212219,1,Tablet,0,1,0
1593,52,18.6598124230783,3,Tablet,0,3,0
1594,55,21.611211346174585,2,Desktop,0,1,1
1595,30,14.075060766478805,2,Desktop,0,3,0
1596,64,17.207025230269053,2,Desktop,0,1,0
1597,42,30.62742333429847,2,Mobile,0,4,0
1598,26,14.541041742152288,1,Mobile,0,4,0
1599,21,12.217022924041299,0,Mobile,0,5,0
1600,31,19.959800163728843,1,Desktop,1,4,1
1601,54,30.855644020078767,1,Tablet,0,2,0
1602,51,23.424625536024884,1,Desktop,0,4,1
1603,28,21.283351375075053,1,Mobile,0,3,0
1604,58,25.354870380124858,1,Mobile,0,5,1
1605,20,11.034340537122784,1,Mobile,0,2,0
1606,45,28.95764523020026,3,Desktop,0,2,0
1607,46,28.067480251229153,2,Mobile,0,1,1
1608,26,21.72553220723423,6,Desktop,1,3,1
1609,20,33.04739609437134,4,Tablet,1,4,0
1610,42,15.98003120837569,1,Desktop,0,4,1
1611,51,34.02327194602855,1,Mobile,1,1,1
1612,29,26.23594932476201,1,Tablet,1,4,1
1613,59,22.307579280974615,2,Mobile,0,2,0
1614,26,24.841010917053506,1,Tablet,1,4,1
1615,32,24.141881873512467,7,Mobile,0,4,1
1616,57,34.762263171341736,0,Desktop,0,2,1
1617,42,16.38656698023189,3,Mobile,0,3,0
1618,22,18.899846086827214,1,Desktop,1,3,1
1619,28,33.29042313657984,1,Desktop,0,2,1
1620,51,20.235720518529128,1,Tablet,0,2,1
1621,41,32.20426461865273,1,Desktop,0,5,1
1622,32,38.595487864069675,1,Desktop,0,5,1
1623,55,21.78563978446693,1,Desktop,0,4,0
1624,25,30.450898612602444,1,Tablet,1,4,0
1625,22,15.770461749281132,0,Mobile,0,5,1
1626,43,31.037866384542475,2,Mobile,0,4,1
1627,35,26.595391887894138,1,Desktop,1,3,1
1628,23,28.78430625728172,1,Desktop,0,3,1
1629,54,19.83542342371684,0,Mobile,0,1,0
1630,30,11.71133267546262,1,Desktop,0,5,0
1631,45,29.026016517996037,0,Mobile,1,3,1
1632,22,8.492774780164364,3,Tablet,0,1,1
1633,30,22.46119606205972,4,Desktop,0,2,0
1634,34,32.52945493135976,1,Desktop,0,3,1
1635,57,26.53518188698429,0,Mobile,1,1,0
1636,62,40.5867411583185,1,Mobile,0,4,1
1637,49,33.20087322065419,2,Tablet,0,1,0
1638,46,19.76881289339539,0,Desktop,0,3,0
1639,20,25.21850703881151,0,Mobile,0,4,0
1640,57,24.621034379644513,2,Tablet,0,4,1
1641,51,12.342585893230982,2,Mobile,0,1,0
1642,57,17.476808668125173,2,Mobile,1,1,1
1643,44,20.513912744161118,1,Tablet,1,3,1
1644,30,8.710235977152507,2,Tablet,0,4,1
1645,62,25.379947746013144,2,Tablet,0,5,0
1646,50,23.007425242775675,2,Tablet,0,1,1
1647,23,11.616848789507406,1,Tablet,1,5,1
1648,41,28.233702922218658,2,Tablet,0,5,0
1649,36,30.726981957527677,1,Desktop,0,4,1
1650,33,26.81627583091911,3,Tablet,1,3,0
1651,57,22.40745459832824,1,Desktop,1,5,1
1652,45,29.73153721401484,2,Mobile,0,3,1
1653,50,30.441762883813528,0,Mobile,0,1,0
1654,58,27.459228557757505,0,Tablet,0,4,1
1655,30,18.40310199652191,3,Mobile,0,2,0
1656,60,27.212806124089447,3,Tablet,1,4,1
1657,62,34.56384520660383,0,Tablet,0,2,1
1658,42,20.22696753110616,1,Desktop,0,1,0
1659,59,41.783514713059446,1,Mobile,1,3,0
1660,53,20.794952528116923,3,Tablet,0,1,1
1661,44,25.25925610672109,1,Mobile,0,4,0
1662,55,19.62011523194931,1,Desktop,0,2,0
1663,24,26.786166687362087,1,Mobile,1,2,1
1664,22,11.062226458917799,3,Desktop,0,4,0
1665,60,20.631665609466232,4,Desktop,0,4,0
1666,62,16.263030397211462,0,Desktop,0,1,1
1667,48,26.082706783138327,1,Tablet,1,5,1
1668,40,32.95557900407126,1,Tablet,0,2,0
1669,59,30.16804949691641,0,Mobile,0,4,0
1670,27,6.026725113128862,0,Tablet,1,1,0
1671,49,41.33655722342304,2,Tablet,1,5,1
1672,60,27.362239524966945,1,Mobile,1,3,1
1673,47,18.788006876056,2,Desktop,0,4,1
1674,56,26.257023351927526,2,Desktop,1,5,1
1675,48,26.40951858002154,1,Mobile,0,3,1
1676,35,19.66521026438749,1,Tablet,0,3,0
1677,53,26.583333338736605,0,Mobile,0,1,0
1678,19,20.140221699037543,1,Mobile,0,2,0
1679,31,21.765104058479817,0,Tablet,0,4,1
1680,30,19.509766913959325,2,Mobile,0,5,1
1681,46,13.538629682082778,6,Tablet,1,3,0
1682,29,26.166691761723072,2,Tablet,0,2,0
1683,56,29.682395492130706,1,Mobile,0,3,0
1684,19,29.11906876861098,1,Desktop,0,4,0
1685,49,31.559402021081873,5,Tablet,1,4,1
1686,30,27.594721680118944,0,Desktop,0,1,0
1687,63,20.738196014264773,4,Tablet,0,4,0
1688,44,31.71731091544951,1,Desktop,0,4,1
1689,58,14.13985968126452,0,Mobile,1,4,1
1690,34,17.794628939900157,0,Tablet,0,2,1
1691,57,17.286399428614043,0,Mobile,0,5,1
1692,48,33.64044847311448,1,Mobile,0,5,1
1693,51,32.542308113120605,2,Mobile,1,4,0
1694,41,28.89844189635996,0,Tablet,0,5,1
1695,62,33.57543892169438,1,Mobile,0,4,0
1696,52,17.965737740704096,0,Mobile,0,5,1
1697,23,27.788760958887842,0,Tablet,1,5,1
1698,36,23.998604572934685,1,Mobile,0,3,1
1699,47,31.77505683107931,2,Tablet,0,2,0
1700,24,24.07820613958242,2,Mobile,0,3,1
1701,27,21.92045689271935,1,Desktop,0,3,1
1702,58,29.32726814848792,0,Mobile,0,5,0
1703,49,32.00935333752986,4,Desktop,0,1,0
1704,51,19.653238441225586,4,Tablet,1,1,0
1705,45,24.51139462918099,1,Desktop,0,2,0
1706,32,16.532474930866776,1,Tablet,1,4,0
1707,47,5.015511860056485,1,Mobile,0,5,1
1708,54,26.60367705130983,1,Desktop,1,2,1
1709,46,29.871242850037056,2,Mobile,0,3,0
1710,39,27.096534472693804,0,Desktop,0,5,1
1711,21,9.403506257965063,1,Tablet,0,3,0
1712,37,22.193204559388203,1,Tablet,1,2,1
1713,49,7.25321791959135,0,Tablet,1,1,1
1714,53,35.95760886123348,0,Tablet,0,2,0
1715,21,16.31156334305531,3,Mobile,0,5,0
1716,44,35.04322887567917,2,Mobile,0,5,1
1717,34,32.56695714947317,1,Mobile,0,4,1
1718,29,17.795277179711505,0,Mobile,0,1,0
1719,39,15.93772038985804,0,Mobile,0,5,1
1720,34,27.802961731090704,0,Tablet,0,1,0
1721,27,18.24540770253543,1,Mobile,1,5,1
1722,18,25.81987713726566,0,Mobile,1,1,0
1723,39,21.137379273544653,1,Mobile,0,2,0
1724,43,10.750732684274933,0,Tablet,1,1,1
1725,35,7.156255847004328,1,Tablet,0,3,0
1726,31,26.813473987956776,2,Tablet,1,2,1
1727,64,20.507538029354997,1,Tablet,0,5,1
1728,46,20.57528146468694,3,Mobile,1,5,1
1729,29,30.566910712750282,4,Mobile,0,4,0
1730,53,34.38753821305956,3,Desktop,0,3,1
1731,52,22.819642229105526,1,Mobile,0,4,0
1732,29,22.27521034472111,1,Tablet,0,2,0
1733,24,29.00114426491107,2,Tablet,0,4,1
1734,46,14.144515442403398,2,Mobile,0,2,0
1735,28,26.785224437981576,1,Desktop,1,4,0
1736,50,29.41508777457723,0,Tablet,0,1,0
1737,23,30.441841667341034,2,Desktop,0,2,0
1738,64,9.50597837998028,0,Tablet,0,2,0
1739,32,18.909157841528476,2,Tablet,0,1,0
1740,49,17.973893977412267,0,Mobile,0,1,0
1741,28,25.799095635273705,2,Tablet,1,3,1
1742,40,28.84595663814387,3,Desktop,0,1,0
1743,43,36.97368325956785,5,Desktop,0,4,0
1744,51,21.040276157055416,1,Mobile,0,1,0
1745,63,21.01942001352629,2,Tablet,0,1,0
1746,51,34.19737615102998,1,Desktop,0,2,1
1747,46,27.37261550824244,0,Mobile,0,2,0
1748,21,35.14121208950379,2,Desktop,1,1,1
