Age,Income,YratCom,DistFromHome,Overtime,JobSatist,Performance,Department,Educ,WorkLifeBalance,Attrition
39,38151,23,22,22,2,1,HR,Masters,2,1
42,129421,15,9,9,5,2,Finance,PhD,5,0
47,30158,33,23,23,2,2,Marketing,Bachelor,1,1
44,36657,21,7,7,2,1,HR,Bachelor,2,1
35,119016,39,24,24,2,2,HR,Masters,2,1
41,68015,23,23,23,3,3,HR,PhD,2,1
58,106141,27,12,12,4,3,Finance,Bachelor,1,1
34,121446,18,9,9,1,4,HR,PhD,2,1
63,78292,24,6,6,4,3,Finance,Bachelor,1,0
41,93040,40,23,23,5,3,Finance,Masters,1,0
34,77985,7,2,2,3,5,HR,Masters,4,0
31,93035,20,9,9,3,5,HR,Masters,4,1
29,96677,27,17,17,2,5,Marketing,Bachelor,2,1
50,115728,6,1,1,2,5,HR,PhD,3,1
36,126264,27,19,19,5,2,Finance,Masters,4,0
53,34151,9,6,6,3,4,Marketing,PhD,4,0
41,37563,31,5,5,1,4,Marketing,PhD,3,1
38,59627,21,2,2,4,3,Finance,Masters,5,1
27,95377,26,9,9,3,4,HR,Bachelor,2,1
57,67323,40,14,14,1,3,HR,Masters,5,1
34,70680,13,4,4,1,4,IT,Masters,5,1
47,68068,23,4,4,4,1,HR,Bachelor,1,1
43,28930,20,21,21,1,1,IT,PhD,1,1
58,101477,37,15,15,5,4,Marketing,Bachelor,2,1
45,70602,28,8,8,1,2,Marketing,Bachelor,3,1
38,111592,17,4,4,5,3,Marketing,Masters,1,1
61,76152,28,16,16,1,4,IT,Bachelor,4,0
64,80522,41,21,21,2,3,Finance,Bachelor,2,1
61,110995,2,4,4,1,5,Finance,Bachelor,5,0
36,53811,25,16,16,5,4,Marketing,PhD,2,0
53,72875,41,22,22,1,2,IT,PhD,1,1
27,90617,6,12,12,1,5,IT,Masters,3,0
57,66671,11,16,16,1,4,Marketing,Masters,5,0
45,48831,38,19,19,5,1,HR,PhD,3,1
51,44650,6,8,8,1,4,Marketing,Bachelor,2,1
33,49904,11,6,6,4,1,IT,Masters,3,0
40,84465,14,10,10,4,1,HR,Masters,3,0
34,80075,2,5,5,5,4,Finance,Bachelor,2,0
31,101537,40,18,18,2,4,HR,Bachelor,5,1
32,44354,3,10,10,4,1,Finance,Bachelor,3,1
39,57119,35,10,10,3,3,IT,Bachelor,3,0
60,102725,33,7,7,4,5,Marketing,Bachelor,2,0
29,77017,24,18,18,3,2,Marketing,PhD,4,1
35,92726,19,1,1,5,4,Marketing,Bachelor,3,0
62,63541,18,7,7,2,5,Marketing,Masters,1,1
64,128036,24,21,21,3,5,Marketing,PhD,5,1
31,124946,35,1,1,3,3,IT,Masters,3,0
49,40922,1,15,15,4,5,IT,Bachelor,2,1
24,93188,36,4,4,3,4,Marketing,Masters,1,1
27,54316,25,20,20,5,5,HR,Bachelor,2,1
51,75298,34,10,10,5,4,Marketing,Masters,3,1
59,27707,25,23,23,5,4,Finance,Masters,1,0
60,124741,16,9,9,4,1,Finance,Bachelor,5,1
41,27485,34,2,2,2,3,Finance,Masters,5,1
30,118781,29,14,14,4,2,Finance,PhD,5,1
23,38123,19,16,16,5,1,Marketing,Masters,4,1
44,112844,23,1,1,4,2,Finance,PhD,2,1
39,65062,19,2,2,5,4,HR,PhD,3,0
29,113132,25,7,7,1,1,Marketing,Masters,1,1
47,24138,16,10,10,1,5,Finance,PhD,2,1
26,128607,9,22,22,3,5,Marketing,PhD,3,1
58,70609,1,20,20,2,2,Marketing,Masters,4,0
28,130858,19,1,1,1,4,Marketing,Bachelor,3,0
53,54355,33,13,13,5,2,IT,Bachelor,2,0
41,128880,34,1,1,4,3,Finance,PhD,3,0
61,61043,16,5,5,4,5,IT,PhD,1,1
49,122166,40,16,16,3,1,HR,Bachelor,4,0
32,84282,18,15,15,4,1,HR,PhD,1,1
48,114036,34,17,17,1,1,IT,Bachelor,4,1
41,66674,25,23,23,4,5,Finance,Masters,4,1
61,45392,6,16,16,1,4,Marketing,PhD,3,1
25,93768,21,13,13,1,5,HR,Masters,1,0
35,116144,6,11,11,2,5,HR,Bachelor,4,0
50,107630,32,17,17,3,1,HR,Bachelor,4,1
42,34094,41,17,17,5,5,Finance,Masters,3,1
50,120452,39,2,2,1,1,IT,PhD,2,0
30,37286,31,13,13,3,4,IT,Masters,2,1
63,51710,10,14,14,5,3,Finance,Masters,5,0
61,80186,30,11,11,4,1,HR,PhD,5,1
23,111877,18,10,10,3,2,Finance,Bachelor,4,1
25,120740,24,3,3,3,3,Finance,Masters,2,0
35,115549,9,17,17,3,4,IT,Masters,4,1
50,75954,31,15,15,4,3,Finance,Bachelor,1,0
47,97271,15,9,9,4,1,Finance,Masters,2,1
55,93282,4,10,10,3,4,HR,Bachelor,2,0
60,100270,40,8,8,2,2,Marketing,PhD,2,1
28,38125,9,21,21,1,1,HR,Bachelor,5,1
54,127340,9,13,13,4,1,IT,Bachelor,3,1
43,27756,26,18,18,2,4,Marketing,Masters,3,1
38,85029,4,5,5,4,4,HR,Bachelor,5,0
43,88766,17,6,6,3,3,Finance,Bachelor,5,1
33,67882,16,17,17,2,2,Finance,Masters,5,1
59,39422,15,11,11,5,3,Marketing,Bachelor,3,1
58,43919,35,20,20,1,3,Marketing,Masters,4,1
57,76489,5,16,16,1,1,Finance,PhD,5,1
41,102656,5,9,9,4,4,IT,Bachelor,4,1
42,40885,20,2,2,1,1,HR,PhD,4,1
40,47513,15,5,5,5,2,Finance,Bachelor,1,0
63,109506,18,1,1,2,3,HR,Bachelor,3,1
36,88828,2,4,4,2,2,HR,PhD,4,0
37,88969,29,4,4,3,4,HR,PhD,3,1
53,109611,13,22,22,2,4,HR,Masters,3,1
23,128153,4,3,3,4,5,IT,Masters,1,1
25,126311,10,9,9,5,2,IT,PhD,3,1
38,27269,31,22,22,3,1,IT,Bachelor,4,1
45,76034,41,23,23,4,2,Finance,Masters,2,0
33,96533,8,12,12,4,3,Finance,Bachelor,4,1
34,60256,3,10,10,4,4,Finance,Masters,4,0
32,107906,9,2,2,1,4,IT,Masters,3,1
54,100774,30,11,11,4,2,HR,Masters,4,1
38,24171,11,10,10,1,2,IT,PhD,2,1
30,49278,35,22,22,2,2,Finance,Bachelor,3,0
60,46886,37,6,6,1,3,Marketing,PhD,5,1
34,48568,13,18,18,4,3,Finance,Masters,4,0
46,102683,36,2,2,5,1,HR,PhD,4,0
50,103337,13,2,2,5,2,IT,PhD,1,1
30,51234,12,10,10,2,1,Marketing,PhD,5,1
50,42722,37,16,16,4,5,Marketing,Bachelor,5,0
58,74303,10,12,12,1,3,HR,PhD,2,1
48,117604,9,1,1,5,4,IT,PhD,5,0
30,56687,7,21,21,3,5,Marketing,PhD,1,1
50,73082,2,8,8,4,4,Finance,PhD,2,1
50,49661,23,16,16,4,5,HR,PhD,5,0
59,98310,39,18,18,3,1,Marketing,PhD,2,1
63,130288,40,13,13,5,1,HR,PhD,5,0
58,129606,39,15,15,3,3,IT,Masters,5,0
49,105606,21,21,21,2,4,IT,PhD,5,1
39,79419,23,12,12,1,5,IT,PhD,4,0
31,107810,29,8,8,1,2,Finance,Bachelor,5,1
55,40049,14,10,10,5,2,Marketing,Masters,4,1
42,112801,26,14,14,3,3,IT,PhD,3,1
35,117949,5,5,5,4,4,Finance,Bachelor,1,1
50,69291,31,18,18,4,2,IT,PhD,2,1
51,45468,25,19,19,4,3,IT,PhD,2,1
35,84405,31,15,15,2,3,Marketing,PhD,3,1
57,77535,20,6,6,2,4,Finance,PhD,5,1
28,80197,17,11,11,4,2,IT,PhD,1,1
40,107054,2,21,21,5,2,Finance,Bachelor,3,1
27,38837,25,11,11,2,2,Finance,PhD,3,0
47,69505,13,20,20,2,1,IT,Bachelor,2,1
24,84175,39,20,20,1,2,IT,PhD,4,1
32,76250,28,21,21,1,5,HR,Bachelor,4,1
52,95997,6,18,18,5,1,Marketing,Masters,5,1
27,82862,3,18,18,2,1,IT,PhD,5,1
55,54916,35,10,10,2,1,HR,Masters,3,1
23,102012,18,2,2,3,1,Marketing,Masters,5,1
40,94930,11,9,9,5,3,IT,Masters,4,1
54,48586,20,14,14,5,5,Finance,PhD,1,1
33,26127,5,19,19,3,4,Marketing,Masters,2,1
43,32207,19,10,10,3,2,Finance,Bachelor,4,1
48,121891,22,23,23,1,1,HR,PhD,5,1
47,77774,19,4,4,5,4,IT,Masters,2,1
44,84421,16,6,6,5,3,HR,PhD,2,0
49,79048,24,14,14,3,4,IT,Masters,3,1
35,24014,41,4,4,4,1,IT,Bachelor,5,0
55,83911,4,15,15,4,5,Finance,PhD,3,1
56,50086,15,16,16,1,4,HR,PhD,2,1
63,42046,25,7,7,4,1,Finance,Masters,3,1
57,40113,35,17,17,4,1,Finance,Bachelor,5,0
23,58523,14,19,19,4,2,Finance,PhD,4,0
43,64879,19,19,19,2,2,HR,Masters,1,1
28,29930,38,17,17,1,5,IT,Bachelor,4,1
50,61693,36,6,6,3,2,IT,Bachelor,2,1
39,124711,7,11,11,4,5,HR,Bachelor,4,1
27,53795,30,16,16,2,3,IT,Bachelor,3,1
53,104508,19,8,8,4,3,HR,PhD,5,0
27,46386,25,11,11,2,2,HR,PhD,4,1
60,128796,16,7,7,1,3,IT,Bachelor,4,1
25,122376,40,24,24,4,4,Marketing,Masters,5,1
45,73727,8,22,22,2,4,Finance,Masters,3,1
59,122282,18,19,19,5,4,HR,Bachelor,1,0
59,57935,28,10,10,5,3,HR,Bachelor,4,1
32,76045,16,9,9,2,4,Marketing,Masters,2,1
32,46001,19,4,4,4,5,HR,Bachelor,3,0
41,34742,17,23,23,4,1,HR,Bachelor,3,0
39,83524,13,15,15,1,2,IT,PhD,4,0
43,118578,7,13,13,1,5,IT,PhD,5,0
36,23315,27,2,2,3,4,Marketing,Bachelor,4,0
31,107093,10,2,2,1,1,HR,Bachelor,4,0
23,37107,34,16,16,4,2,Finance,PhD,5,0
35,114303,36,9,9,3,5,IT,Bachelor,2,0
26,66778,25,13,13,1,2,Finance,PhD,5,1
23,42221,6,3,3,2,3,Finance,PhD,4,1
62,124432,24,9,9,5,4,Marketing,Masters,1,0
54,41525,18,13,13,1,5,Marketing,PhD,5,1
56,65705,23,21,21,1,5,HR,Masters,2,1
50,33864,6,22,22,2,1,Marketing,Masters,5,1
53,98154,29,2,2,4,1,IT,PhD,5,1
30,130561,25,8,8,2,1,HR,Bachelor,3,1
61,99317,17,9,9,1,2,HR,PhD,3,0
48,24659,24,16,16,4,4,Finance,Masters,4,1
56,77157,11,2,2,3,2,Finance,PhD,4,0
25,25780,26,6,6,1,4,Finance,PhD,5,1
34,54159,34,22,22,2,5,HR,Masters,1,1
23,66638,28,8,8,3,2,Marketing,PhD,4,1
27,93268,3,5,5,5,2,Marketing,PhD,5,1
52,73288,11,9,9,3,2,Marketing,Masters,5,1
52,52030,38,1,1,2,3,HR,Bachelor,5,0
39,102943,14,9,9,3,4,HR,Masters,5,1
45,115488,26,10,10,2,4,HR,Masters,5,1
37,42361,21,23,23,1,2,HR,PhD,3,1
59,52345,39,4,4,4,3,HR,Masters,2,1
43,39822,30,3,3,5,2,Marketing,PhD,2,0
36,51250,8,10,10,4,4,HR,PhD,5,1
24,62906,20,15,15,4,5,Marketing,PhD,4,0
33,77264,32,11,11,4,3,HR,Masters,1,0
61,91475,22,14,14,2,3,Marketing,Masters,5,0
60,73869,7,6,6,2,2,IT,PhD,1,0
56,83154,9,12,12,5,5,IT,Bachelor,3,0
60,42007,1,13,13,2,4,Marketing,Bachelor,2,1
56,28069,29,17,17,2,1,IT,Masters,3,0
40,68521,8,16,16,2,4,IT,PhD,4,1
52,55401,4,3,3,2,4,Marketing,PhD,4,1
37,77582,35,2,2,1,5,HR,Masters,5,1
49,42877,3,11,11,5,3,HR,Bachelor,4,1
56,72038,40,9,9,2,4,Marketing,Masters,4,1
60,74784,7,3,3,5,3,Finance,Masters,3,0
55,78461,27,18,18,3,5,Finance,PhD,1,1
46,86024,1,20,20,1,5,IT,Masters,2,0
37,75468,27,15,15,2,2,Finance,Bachelor,4,1
52,42850,16,14,14,1,1,IT,Masters,4,1
64,26340,38,2,2,1,5,HR,PhD,3,1
39,110753,7,17,17,3,5,Marketing,Bachelor,2,1
27,49520,23,22,22,5,3,HR,PhD,3,0
51,69746,41,8,8,1,5,Marketing,Masters,1,1
26,50065,11,10,10,4,4,Finance,Masters,3,1
32,101217,33,18,18,3,2,HR,Masters,2,0
39,33222,36,19,19,4,2,HR,PhD,2,1
32,84436,37,8,8,3,4,IT,Masters,4,1
39,67585,41,8,8,4,5,Marketing,Bachelor,1,1
42,112220,17,3,3,4,1,Finance,Bachelor,5,0
46,116022,35,3,3,1,5,HR,PhD,4,1
27,128898,5,12,12,1,2,Marketing,PhD,3,1
56,24118,32,22,22,3,1,Finance,PhD,3,1
28,114683,3,17,17,5,3,HR,Masters,2,1
24,109179,35,4,4,1,3,Marketing,Bachelor,2,1
35,53045,14,17,17,1,5,IT,Bachelor,2,0
33,74342,31,14,14,2,5,HR,Bachelor,5,0
45,55784,31,19,19,1,1,Marketing,PhD,5,1
38,125461,17,9,9,5,1,Finance,PhD,4,0
53,126832,24,21,21,2,5,Finance,Masters,5,1
33,70981,23,12,12,4,2,IT,PhD,2,1
38,80499,18,5,5,4,3,HR,Bachelor,4,1
30,128925,14,11,11,2,1,IT,Masters,4,1
26,43521,15,20,20,2,2,Marketing,PhD,1,1
62,46882,15,3,3,2,5,Finance,PhD,5,0
26,120848,6,21,21,3,4,IT,Bachelor,3,1
47,33822,27,15,15,5,1,HR,Masters,3,1
25,48337,15,14,14,5,4,Marketing,PhD,1,1
54,131065,36,11,11,4,2,HR,PhD,2,0
25,96621,8,20,20,4,3,IT,Masters,1,1
49,100171,15,8,8,4,2,Finance,Masters,2,1
51,83129,3,4,4,1,3,Finance,PhD,5,1
54,77749,13,12,12,4,2,IT,PhD,5,0
41,71343,41,8,8,2,1,HR,Bachelor,4,1
43,104066,34,6,6,4,1,HR,Masters,4,1
27,129962,24,15,15,2,4,HR,PhD,4,0
40,60372,40,12,12,3,2,HR,PhD,4,1
50,68083,32,16,16,1,2,Finance,PhD,3,0
64,29573,32,16,16,1,4,HR,PhD,4,1
44,82528,30,21,21,5,5,IT,Bachelor,4,0
43,130819,13,20,20,3,2,IT,Masters,4,1
28,99154,1,20,20,2,2,IT,PhD,2,1
23,54707,34,4,4,3,2,IT,Masters,4,1
27,68387,15,11,11,1,5,HR,Masters,1,1
63,118676,14,13,13,2,1,Finance,PhD,4,0
34,111302,29,9,9,3,4,Marketing,PhD,4,0
48,119532,34,4,4,1,5,HR,PhD,3,1
56,110244,18,12,12,2,3,Marketing,Bachelor,4,0
36,128870,7,9,9,2,3,Finance,PhD,2,1
48,77665,29,13,13,1,5,HR,Masters,5,1
49,100829,31,16,16,2,5,Marketing,Masters,4,1
31,76168,25,6,6,1,1,Finance,Bachelor,4,1
48,28920,38,10,10,4,3,Marketing,PhD,4,0
44,96132,14,13,13,4,4,IT,PhD,3,0
52,87258,8,7,7,2,2,IT,Bachelor,5,0
39,55754,27,19,19,2,2,Finance,Bachelor,3,1
48,54344,2,24,24,1,1,Finance,PhD,3,1
58,45005,17,19,19,2,1,Marketing,PhD,3,1
23,54897,37,17,17,5,3,Finance,Masters,2,0
30,45903,14,13,13,4,4,IT,PhD,5,0
57,97365,25,13,13,2,4,IT,PhD,2,1
37,130002,30,21,21,2,5,HR,Masters,2,0
44,40904,29,2,2,3,1,Marketing,Masters,5,0
36,112184,20,10,10,2,2,Finance,Masters,2,0
48,102274,21,22,22,5,2,Finance,Masters,5,0
50,57995,22,13,13,4,3,Finance,Bachelor,4,1
45,32947,35,9,9,3,2,Marketing,Masters,3,1
36,130186,37,1,1,1,4,IT,Bachelor,2,0
46,38155,16,14,14,1,4,Finance,Masters,5,1
24,27853,17,16,16,4,1,Finance,Masters,1,0
48,69476,16,20,20,1,3,IT,Masters,2,1
36,56977,2,15,15,5,2,Finance,PhD,2,1
29,121914,4,1,1,2,1,HR,Bachelor,5,1
25,98635,21,17,17,4,5,IT,Masters,1,1
45,48959,39,24,24,3,5,IT,PhD,1,1
40,66683,34,13,13,2,2,IT,Bachelor,4,1
60,69032,30,15,15,1,2,HR,Bachelor,2,1
57,106617,6,16,16,1,2,IT,PhD,3,1
37,123862,17,16,16,3,4,Marketing,Bachelor,2,1
47,43539,39,2,2,5,2,Marketing,PhD,3,1
59,126638,25,17,17,3,5,Marketing,Masters,3,0
50,48990,5,11,11,4,2,IT,PhD,5,1
32,86719,5,8,8,3,3,IT,Bachelor,2,1
61,66519,20,20,20,1,5,IT,Bachelor,5,1
39,106479,16,3,3,5,3,HR,Masters,4,0
61,110423,41,12,12,5,5,Marketing,PhD,3,0
44,61035,37,20,20,3,1,Finance,Masters,1,1
48,87015,40,16,16,4,5,Finance,PhD,3,0
47,53347,9,14,14,1,5,IT,PhD,4,0
39,65223,5,16,16,2,3,HR,PhD,3,1
35,89382,2,21,21,5,3,IT,Masters,5,0
42,66168,9,17,17,3,5,Finance,Masters,2,1
47,89207,36,11,11,4,5,Marketing,Bachelor,1,1
26,118172,22,17,17,4,4,Finance,Masters,5,0
32,59767,22,19,19,1,1,Marketing,PhD,2,1
25,60319,22,22,22,5,1,Marketing,PhD,1,1
63,88566,34,1,1,1,2,HR,PhD,4,1
40,65441,29,12,12,2,5,Finance,Masters,3,1
58,99141,38,15,15,2,5,IT,Bachelor,1,1
44,22406,33,18,18,2,5,HR,Masters,4,1
56,115332,18,23,23,4,5,Marketing,Bachelor,2,1
30,30725,7,14,14,5,1,Finance,Masters,1,1
62,115258,1,1,1,1,3,IT,PhD,4,0
41,46186,33,13,13,1,4,HR,Bachelor,2,1
64,115849,1,15,15,2,3,IT,Masters,5,1
63,93924,24,7,7,5,3,Finance,PhD,3,1
59,114406,4,15,15,5,1,IT,Bachelor,4,1
28,69067,4,20,20,3,4,HR,Bachelor,5,1
48,129956,18,10,10,5,5,IT,PhD,2,1
56,76024,27,14,14,5,1,Finance,PhD,1,0
28,35893,32,6,6,1,1,HR,Masters,3,1
59,130015,33,14,14,5,4,Marketing,Masters,2,0
55,50242,28,24,24,5,2,HR,PhD,4,1
44,34781,41,22,22,1,1,Finance,Masters,3,1
43,81148,36,12,12,5,3,IT,PhD,5,0
28,47765,6,11,11,1,3,Marketing,PhD,3,1
28,53193,16,20,20,3,5,Marketing,Masters,5,1
26,117977,34,22,22,4,1,IT,Masters,2,0
52,95316,23,24,24,1,5,Finance,Bachelor,1,1
33,37363,24,19,19,1,1,HR,Bachelor,3,1
52,98135,13,2,2,5,4,Finance,Masters,1,0
53,110994,18,22,22,1,1,Marketing,Masters,1,1
46,27365,13,20,20,2,2,HR,Masters,3,0
31,109092,37,1,1,2,3,HR,Bachelor,3,0
25,63230,39,8,8,3,4,IT,Masters,1,1
53,84978,17,14,14,1,3,Finance,Bachelor,4,1
62,85675,15,9,9,5,5,HR,Bachelor,4,1
59,127404,18,2,2,5,4,IT,Bachelor,3,1
58,60784,23,23,23,4,2,Finance,Bachelor,1,0
46,118480,30,5,5,3,3,Marketing,PhD,1,0
53,52787,34,23,23,5,1,Marketing,Masters,2,1
28,80541,4,8,8,4,1,Finance,Masters,1,1
24,88069,3,16,16,5,1,HR,PhD,4,0
42,121100,7,22,22,4,4,HR,Masters,2,0
50,47286,18,16,16,2,2,Marketing,Bachelor,4,1
33,25556,7,13,13,2,2,Marketing,PhD,5,1
26,49915,40,20,20,5,2,HR,Bachelor,3,1
37,55978,6,15,15,3,3,Finance,PhD,5,1
28,116740,22,1,1,1,4,Marketing,Bachelor,3,0
52,36036,1,22,22,3,1,HR,Masters,4,0
60,46734,4,3,3,3,3,Finance,Masters,4,0
24,90345,29,6,6,1,2,IT,Masters,5,0
37,77659,21,22,22,2,1,Finance,PhD,3,1
33,71995,26,14,14,2,4,HR,Masters,3,1
30,92816,14,4,4,1,5,Finance,PhD,2,1
48,30625,9,18,18,4,2,HR,Bachelor,1,1
27,107046,12,15,15,3,2,Marketing,Masters,2,1
28,40707,6,9,9,5,2,IT,Bachelor,4,0
48,30113,20,18,18,2,2,Marketing,Masters,5,1
26,98167,24,3,3,5,1,Marketing,Bachelor,3,0
41,58105,27,10,10,1,4,HR,PhD,2,1
42,32125,38,17,17,5,3,HR,Masters,5,0
55,84983,8,7,7,5,1,HR,PhD,5,0
42,110810,1,15,15,3,4,HR,PhD,1,1
34,78660,24,1,1,1,3,Marketing,Bachelor,3,0
23,43456,7,11,11,5,2,HR,Masters,5,0
48,53226,19,17,17,2,4,HR,PhD,3,1
36,67156,22,5,5,1,2,Marketing,Bachelor,2,1
60,123885,35,7,7,2,4,IT,Bachelor,5,1
59,115697,30,19,19,4,5,IT,Bachelor,5,0
33,109807,29,24,24,5,2,Finance,Masters,2,0
58,77302,22,15,15,1,2,Marketing,Masters,3,1
35,128495,11,3,3,2,2,HR,Bachelor,3,1
25,49605,20,15,15,5,1,Finance,Masters,5,1
55,99874,29,5,5,3,3,IT,Bachelor,2,1
28,106302,41,23,23,2,2,IT,Masters,4,1
32,44515,34,12,12,2,2,Marketing,Masters,3,1
27,39934,1,20,20,4,1,HR,Bachelor,4,1
45,30069,31,5,5,3,1,HR,Bachelor,5,1
32,91033,30,3,3,4,5,Finance,Masters,4,0
24,102965,18,9,9,3,4,IT,Bachelor,4,1
35,58691,17,9,9,2,2,Finance,Bachelor,3,1
62,41624,38,7,7,4,4,Finance,Bachelor,5,0
24,130628,14,2,2,5,1,Finance,Bachelor,4,1
42,46446,23,23,23,3,1,HR,Masters,3,1
23,40515,25,23,23,2,5,IT,PhD,4,0
59,85141,15,21,21,1,3,Finance,Masters,3,0
31,26881,22,16,16,3,1,IT,Bachelor,5,1
39,106203,3,9,9,3,2,IT,Bachelor,2,1
31,41936,19,13,13,5,5,Finance,Masters,3,1
33,65377,34,19,19,3,3,Finance,Bachelor,3,1
37,96585,35,20,20,3,5,Marketing,Masters,4,1
46,27636,1,17,17,5,1,HR,PhD,5,1
60,49327,21,6,6,5,3,IT,Bachelor,1,0
57,114686,29,4,4,4,4,Finance,PhD,1,0
52,102964,6,1,1,2,3,Finance,PhD,2,1
53,131346,37,18,18,2,2,IT,Bachelor,5,1
27,124662,1,19,19,4,4,Finance,Bachelor,3,1
36,127836,1,9,9,2,4,Marketing,Masters,1,1
33,107781,27,13,13,3,2,IT,Masters,2,1
31,105510,21,8,8,4,4,Finance,Bachelor,5,0
56,88646,16,23,23,4,1,IT,Masters,2,1
34,34211,40,13,13,2,3,Finance,PhD,1,0
57,90237,26,15,15,1,3,Finance,PhD,4,1
57,45730,16,11,11,2,2,HR,Bachelor,4,1
23,62609,28,12,12,1,1,IT,Masters,5,1
62,41616,1,14,14,4,4,HR,Bachelor,2,1
44,47156,36,4,4,1,3,Finance,PhD,3,1
51,77755,10,1,1,3,3,IT,Bachelor,1,1
30,89626,17,24,24,5,3,IT,Bachelor,4,1
33,107577,23,4,4,1,3,Marketing,Bachelor,4,1
63,129010,7,19,19,5,5,Marketing,Bachelor,2,0
59,114678,7,9,9,3,2,Finance,PhD,4,0
36,75488,15,10,10,5,4,Finance,Bachelor,2,1
52,107658,34,4,4,3,4,Finance,Bachelor,1,1
57,50396,4,20,20,5,2,Finance,Masters,2,1
43,31085,14,9,9,5,1,Marketing,Bachelor,4,1
59,122669,14,13,13,2,2,IT,Masters,2,1
27,120846,16,12,12,1,3,HR,Bachelor,4,1
41,130039,7,11,11,5,3,IT,Masters,5,0
36,127996,32,12,12,4,2,IT,Bachelor,4,1
48,25610,19,18,18,2,2,Marketing,Masters,4,1
26,41972,2,12,12,1,4,IT,Bachelor,4,0
47,42227,10,16,16,2,4,IT,Bachelor,5,1
64,41063,17,5,5,1,5,Finance,Masters,3,1
47,75435,37,20,20,3,5,HR,Bachelor,4,0
40,67654,12,12,12,5,3,IT,Bachelor,3,1
62,128525,6,21,21,4,5,IT,Bachelor,1,1
30,26870,22,11,11,2,5,HR,Bachelor,2,1
61,97645,32,9,9,2,1,Finance,PhD,3,0
62,104526,41,18,18,2,2,Marketing,Bachelor,1,1
36,88555,20,3,3,2,4,Marketing,PhD,2,1
54,85725,1,20,20,5,5,IT,PhD,4,0
60,74074,6,17,17,1,4,Finance,Bachelor,4,1
55,73227,19,14,14,5,5,Marketing,Masters,4,1
45,85146,18,1,1,3,5,Marketing,Masters,5,0
37,37331,6,17,17,5,3,Marketing,Bachelor,5,1
55,46643,33,8,8,5,1,Marketing,PhD,5,0
47,52013,23,5,5,3,2,Marketing,Masters,5,1
39,120048,23,5,5,5,2,IT,Bachelor,1,1
55,51875,26,9,9,1,3,Marketing,Bachelor,1,1
24,34516,13,3,3,4,3,IT,PhD,4,1
36,31170,7,19,19,3,2,HR,Masters,2,1
62,108034,15,23,23,2,2,HR,Bachelor,5,1
62,56595,27,9,9,1,1,Finance,Masters,2,1
61,113242,26,22,22,4,5,IT,Bachelor,1,0
28,109354,33,18,18,1,1,Finance,Bachelor,5,1
28,86703,15,16,16,1,2,HR,Bachelor,1,1
25,65275,36,1,1,2,5,HR,PhD,1,1
29,86417,27,2,2,4,2,HR,PhD,3,0
30,56454,5,14,14,1,1,HR,PhD,1,1
64,48450,2,14,14,2,1,Marketing,Masters,4,1
37,106614,33,1,1,3,1,HR,PhD,1,1
51,84957,16,16,16,2,5,Marketing,PhD,5,0
55,100446,23,15,15,5,4,Marketing,Masters,4,0
52,78489,38,15,15,2,4,Finance,Masters,1,0
61,24785,16,12,12,2,2,Marketing,Masters,4,1
49,67916,14,16,16,2,5,Finance,Masters,1,1
58,71726,29,14,14,1,3,Marketing,PhD,4,1
51,44540,26,24,24,4,4,Marketing,PhD,2,0
60,81893,35,15,15,2,5,HR,Masters,3,0
55,97971,15,23,23,2,5,IT,PhD,4,1
59,130860,3,15,15,5,4,Marketing,Bachelor,5,0
49,88582,23,19,19,5,5,IT,PhD,3,1
55,120917,29,8,8,3,5,IT,Bachelor,3,1
26,101984,34,2,2,3,4,IT,Masters,1,1
44,111304,33,2,2,5,1,Marketing,Masters,4,1
24,64912,41,10,10,4,2,IT,PhD,3,0
32,85728,41,3,3,3,3,Marketing,Masters,5,0
27,126515,23,23,23,4,2,HR,PhD,5,0
32,67521,7,17,17,5,1,Marketing,PhD,5,1
55,29726,3,8,8,3,1,Finance,PhD,1,1
60,83758,32,23,23,2,5,HR,PhD,2,1
35,92007,31,4,4,5,2,IT,Bachelor,4,0
53,24093,18,14,14,3,1,IT,Bachelor,3,1
58,65712,7,21,21,4,2,Finance,Masters,4,1
46,96515,41,10,10,4,1,HR,Bachelor,3,0
37,30189,1,1,1,3,3,Finance,Masters,1,1
51,72488,14,4,4,4,1,IT,Masters,4,1
30,69771,32,1,1,3,2,Marketing,PhD,1,0
27,123398,6,17,17,3,5,IT,PhD,1,1
51,42614,39,17,17,4,2,Finance,PhD,4,0
26,61378,10,7,7,1,4,Marketing,PhD,4,1
34,64265,7,23,23,2,2,Marketing,PhD,3,1
24,115244,26,20,20,5,3,IT,PhD,5,0
49,116233,34,15,15,2,3,Marketing,Bachelor,1,1
53,104448,30,13,13,5,3,HR,Masters,2,1
58,35783,36,2,2,5,1,IT,Masters,3,1
58,82229,21,19,19,2,3,IT,PhD,3,1
48,115602,17,24,24,3,2,HR,Bachelor,5,0
49,42868,33,13,13,4,5,IT,PhD,5,1
27,53469,10,24,24,1,3,Finance,Bachelor,1,1
42,85267,12,11,11,1,2,Finance,Bachelor,3,1
33,104104,16,22,22,1,1,IT,Masters,3,1
32,66940,41,15,15,2,1,HR,Masters,2,0
62,122686,32,10,10,2,5,Marketing,Bachelor,1,1
60,68890,15,9,9,3,5,HR,Masters,1,1
28,102492,27,9,9,1,2,Finance,Bachelor,5,1
