Emp_ID,Age,Yrs_Exp,Performance_Score,Train_Hrs,Proj_Complete,Salary,Promoted
1773,30,17,69,1,11,59024,1
1774,57,1,86,48,1,117270,0
1775,37,12,97,49,4,48461,1
1776,44,5,90,30,9,30351,0
1777,36,20,56,60,10,72031,1
1778,48,5,63,36,8,107628,0
1779,50,8,60,40,4,64718,0
1780,45,15,56,40,12,115577,1
1781,36,10,78,33,1,116212,0
1782,46,6,59,33,10,37777,0
1783,24,9,78,50,4,114856,1
1784,48,9,58,54,15,33308,1
1785,36,19,85,58,3,68441,1
1786,29,17,97,2,6,105865,1
1787,25,19,59,16,11,38882,1
1788,45,8,68,13,5,29714,0
1789,40,14,80,13,5,116586,1
1790,60,3,66,45,2,68432,0
1791,57,7,58,37,12,106289,0
1792,37,8,94,34,3,105166,1
1793,47,12,82,0,11,42658,1
1794,59,8,83,47,6,94245,1
1795,50,3,94,28,2,102027,0
1796,32,16,73,3,15,75808,1
1797,61,15,58,60,4,64530,1
1798,39,14,56,32,2,33834,0
1799,61,2,65,16,9,39358,0
1800,44,19,68,27,3,34872,1
1801,48,4,88,49,10,83694,1
1802,47,4,55,25,10,112193,1
1803,39,19,99,7,6,75321,1
1804,35,14,100,33,15,115363,1
1805,42,17,60,58,1,98709,1
1806,47,14,61,17,13,41685,1
1807,26,1,91,30,11,36333,1
1808,32,12,62,58,14,36356,1
1809,25,3,61,26,15,65584,0
1810,63,9,70,15,15,76362,1
1811,40,12,59,57,10,36344,1
1812,58,9,69,9,3,69619,0
1813,44,8,99,39,8,106331,1
1814,56,7,85,11,5,26943,0
1815,30,2,77,21,8,115185,0
1816,62,15,73,15,15,85217,1
1817,41,13,54,11,2,46021,0
1818,63,8,86,10,7,33348,0
1819,59,20,61,19,9,102286,1
1820,28,10,84,50,7,95921,1
1821,48,2,89,0,3,41639,0
1822,56,4,51,26,7,110030,0
1823,28,9,99,2,15,89566,1
1824,59,12,90,11,8,67011,1
1825,55,3,94,29,14,43640,1
1826,44,12,88,8,1,60402,1
1827,43,11,91,52,13,90088,1
1828,28,4,58,60,13,85240,1
1829,28,9,71,53,3,26891,0
1830,26,8,96,36,5,53259,1
1831,52,19,54,0,12,88021,1
1832,33,6,61,41,6,53987,0
1833,52,1,50,48,3,77616,0
1834,53,6,93,3,15,35683,1
1835,46,7,71,14,4,86083,0
1836,31,6,87,50,5,34967,0
1837,25,20,100,26,15,102664,1
1838,53,13,68,7,3,65194,0
1839,62,18,65,59,4,118831,1
1840,59,4,80,59,5,110873,1
1841,58,17,100,22,2,87661,1
1842,46,19,52,14,10,112738,1
1843,53,11,72,26,9,97307,0
1844,28,16,91,30,10,68452,1
1845,24,12,67,38,8,37857,1
1846,42,1,75,46,12,56301,0
1847,50,12,62,7,6,80900,0
1848,33,6,67,29,10,56460,1
1849,26,9,52,57,11,111923,1
1850,37,5,72,54,3,74800,1
1851,28,2,52,41,11,34832,0
1852,52,2,74,17,2,72408,0
1853,60,17,76,3,7,37626,0
1854,24,10,93,46,8,82872,1
1855,37,19,76,42,10,109021,1
1856,33,4,88,21,1,103959,0
1857,30,18,74,2,14,41802,1
1858,48,18,73,14,15,41333,1
1859,27,14,57,34,6,60120,1
1860,28,15,58,46,7,118621,1
1861,48,8,95,37,15,47159,1
1862,26,3,86,32,13,49660,1
1863,41,14,79,13,9,81843,1
1864,42,11,68,47,12,59519,1
1865,55,2,65,0,3,119333,0
1866,42,13,73,52,2,109577,1
1867,34,16,93,48,5,69935,1
1868,23,18,70,25,13,47507,1
1869,48,5,85,7,15,96060,0
1870,36,3,89,49,10,109271,1
1871,60,6,88,15,1,82223,0
1872,59,18,96,37,13,52675,1
1873,33,16,55,9,6,42673,0
1874,58,15,54,41,9,60470,1
1875,35,14,63,36,10,66603,1
1876,25,7,94,25,15,109825,1
1877,55,18,91,27,9,56230,1
1878,28,7,99,11,7,39542,0
1879,32,17,53,19,14,86407,1
1880,27,15,57,48,11,78821,1
1881,45,19,73,13,7,60690,1
1882,32,18,60,45,15,31654,1
1883,24,9,66,34,8,92557,0
1884,35,16,99,28,10,110544,1
1885,62,12,70,11,14,113264,1
1886,24,12,75,51,2,114698,1
1887,42,6,92,17,14,52446,1
1888,23,9,97,43,6,73484,1
1889,59,1,93,1,5,69078,0
1890,31,3,94,1,5,29225,0
1891,39,5,76,58,13,99745,1
1892,31,17,65,16,3,106259,1
1893,33,5,75,9,3,70487,0
1894,37,16,82,17,6,93676,0
1895,46,13,80,21,12,36721,1
1896,60,10,97,18,10,27587,1
1897,57,18,96,57,13,64437,1
1898,52,1,55,52,10,43989,0
1899,53,2,93,0,7,57726,0
1900,27,10,57,23,14,95540,1
1901,36,5,56,60,1,104837,0
1902,33,13,83,35,14,118639,1
1903,31,18,93,24,3,66168,1
1904,56,15,63,35,12,89669,1
1905,34,20,65,30,1,98040,0
1906,57,6,92,30,10,96616,1
1907,57,7,58,1,3,32408,0
1908,23,18,59,18,5,29153,1
1909,62,19,66,52,9,36055,1
1910,44,15,61,11,3,44760,0
1911,51,6,55,9,10,42752,0
1912,30,8,68,30,14,114729,1
1913,33,12,92,44,10,28800,1
1914,63,0,90,60,9,91573,1
1915,59,7,78,21,1,55054,0
1916,36,3,55,22,6,86816,0
1917,52,2,74,51,9,51866,1
1918,57,2,73,22,12,25992,1
1919,43,12,74,14,5,48696,0
1920,59,7,65,25,11,85282,0
1921,27,6,65,2,14,98541,0
1922,41,0,55,22,10,77838,0
1923,36,15,86,19,2,54400,1
1924,48,5,70,60,5,107277,0
1925,26,6,53,44,1,42565,0
1926,47,11,83,39,9,64585,1
1927,47,8,77,56,10,59833,1
1928,40,10,87,38,13,37094,1
1929,62,9,90,55,10,56280,1
1930,30,20,77,7,9,71647,1
1931,61,0,66,17,6,69378,0
1932,62,17,63,40,11,44513,1
1933,36,3,56,5,9,25154,0
1934,54,4,71,26,14,53134,1
1935,60,8,100,35,3,33678,0
1936,55,16,50,14,15,31294,1
1937,45,2,78,36,4,34574,1
1938,37,15,80,57,13,60183,1
1939,55,4,79,4,6,73747,0
1940,47,15,64,38,4,91606,1
1941,39,2,67,8,1,43638,0
1942,55,19,84,6,7,82194,1
1943,24,14,99,40,5,72553,1
1944,36,2,79,19,14,51082,1
1945,62,19,83,9,15,41306,1
1946,62,13,91,25,8,32807,1
1947,61,15,60,3,9,113760,0
1948,28,16,76,37,5,76342,1
1949,28,19,73,23,8,57143,1
1950,25,17,84,13,13,83414,1
1951,29,17,88,40,1,115302,1
1952,30,13,57,0,1,49715,0
1953,37,17,100,16,7,87054,1
1954,51,14,67,44,15,97934,1
1955,55,14,62,23,6,37202,1
1956,52,5,94,26,5,52987,1
1957,61,14,73,6,14,60740,1
1958,49,17,100,8,15,101848,1
1959,58,3,72,42,5,110890,0
1960,51,7,61,34,14,78871,1
1961,60,14,98,57,9,38627,1
1962,55,2,79,11,1,119294,0
1963,59,14,80,20,8,76069,0
1964,49,12,77,2,2,65409,0
1965,55,8,71,14,7,119022,0
1966,26,1,93,20,6,105635,1
1967,44,7,77,9,10,86486,0
1968,24,19,62,32,2,26611,0
1969,32,16,74,45,12,56657,1
1970,27,12,93,58,13,43462,1
1971,32,0,100,51,3,101309,0
1972,55,1,95,5,4,114299,0
1973,60,14,56,1,7,63547,0
1974,35,11,94,28,8,54063,1
1975,53,13,55,54,13,107273,1
1976,58,1,73,39,11,104397,1
1977,46,17,68,32,2,77788,1
1978,37,6,68,60,8,67523,1
1979,51,5,85,3,11,55284,0
1980,30,13,100,58,9,112964,1
1981,27,7,58,3,7,88996,0
1982,51,1,97,28,1,91247,0
1983,26,16,85,36,6,38706,1
1984,34,4,87,59,8,118614,1
1985,24,13,89,59,5,35924,1
1986,49,19,78,19,12,40921,1
1987,53,20,73,40,15,50432,1
1988,58,20,97,22,2,42813,0
1989,58,2,54,44,15,90250,1
1990,48,4,91,17,5,93956,1
1991,49,15,94,48,8,27068,1
1992,27,17,75,24,2,64927,0
1993,42,16,63,0,1,95342,0
1994,33,10,88,53,15,55539,1
1995,32,16,78,14,4,36683,1
1996,62,15,55,33,4,110151,0
1997,60,1,56,47,9,60674,0
1998,28,3,86,19,3,77703,0
1999,30,20,67,53,4,83810,1
2000,45,6,72,36,3,111111,0
2001,48,1,93,26,2,110343,0
2002,34,5,87,21,4,110977,0
2003,48,16,50,50,14,112114,1
2004,35,6,53,4,8,36117,0
2005,62,4,100,33,1,28665,1
2006,40,4,93,38,8,69390,1
2007,47,19,96,2,8,99884,1
2008,55,15,84,16,15,88887,1
2009,62,18,72,23,3,73266,1
2010,34,8,76,23,14,80541,1
2011,58,4,75,2,10,89802,0
2012,26,7,57,44,10,119319,1
2013,27,8,92,6,12,32882,1
2014,59,4,65,24,12,95825,0
2015,30,9,90,55,6,38910,1
2016,50,1,52,2,13,65566,0
2017,53,8,81,14,13,88073,1
2018,31,10,54,28,4,61176,0
2019,51,3,69,49,13,108081,1
2020,36,1,63,28,1,55289,0
2021,62,5,81,9,14,75411,1
2022,63,13,75,31,1,94626,0
2023,44,0,96,22,5,40362,0
2024,33,17,55,38,12,112610,1
2025,45,6,85,8,8,38783,0
2026,23,0,89,36,1,69162,0
2027,59,0,100,51,2,60749,1
2028,43,0,54,39,7,28554,0
2029,48,3,62,13,8,83568,0
2030,58,3,81,3,12,43773,0
2031,45,17,65,19,14,98694,1
2032,23,10,50,27,3,91550,0
2033,62,0,62,13,11,71295,0
2034,37,9,60,43,12,55331,1
2035,43,8,57,33,13,70640,0
2036,31,3,74,12,8,89877,0
2037,31,5,89,30,1,71969,0
2038,32,15,81,32,9,67986,1
2039,48,1,73,51,12,32585,1
2040,63,17,77,38,2,29122,1
2041,57,9,63,27,14,41838,1
2042,47,16,94,24,13,42301,1
2043,48,12,52,31,2,48107,0
2044,33,17,85,8,4,82357,1
2045,60,12,76,27,12,113161,0
2046,24,16,69,57,10,80211,1
2047,29,4,96,30,3,91025,0
2048,40,10,64,16,4,91520,0
2049,49,6,76,52,6,42344,1
2050,56,9,94,22,7,82202,0
2051,49,16,90,12,5,39959,1
2052,39,14,77,54,2,63751,1
2053,46,17,74,9,3,26869,1
2054,47,18,91,15,10,69264,1
2055,29,1,93,5,11,55268,0
2056,28,3,95,47,3,109564,0
2057,46,2,82,10,14,64606,0
2058,55,6,95,57,5,38550,1
2059,51,17,63,51,12,30702,1
2060,44,9,57,2,11,103563,0
2061,48,6,97,27,12,86745,1
2062,50,7,63,60,5,49459,0
2063,43,5,50,40,4,81782,0
2064,29,0,65,14,8,112822,0
2065,39,3,67,59,6,31032,0
2066,42,13,56,12,6,26825,0
2067,63,16,64,41,1,102090,1
2068,42,19,73,51,6,73101,1
2069,44,17,98,55,3,85109,1
2070,50,10,100,44,13,37470,1
2071,62,20,62,16,6,28770,1
2072,29,13,58,6,10,52268,0
2073,23,8,64,27,13,25029,1
2074,54,14,84,37,11,55083,1
2075,35,11,73,12,13,33958,1
2076,52,9,82,59,6,33806,1
2077,45,18,65,16,2,57162,1
2078,41,18,57,14,1,99732,0
2079,54,5,78,35,11,59889,1
2080,52,19,72,27,15,52702,1
2081,51,5,94,14,3,60777,0
2082,51,7,80,45,5,77971,1
2083,52,0,89,52,15,32739,1
2084,38,16,98,10,15,49599,1
2085,62,16,63,55,4,61827,1
2086,41,14,79,30,7,101821,1
2087,40,6,88,3,4,93446,0
2088,23,18,76,34,8,105210,1
2089,36,2,96,33,7,108890,1
2090,24,10,65,51,10,116650,1
2091,50,19,100,26,9,48039,1
2092,52,18,55,9,1,69929,0
2093,60,8,82,29,15,68884,1
2094,26,9,93,44,5,50146,1
2095,23,1,67,19,13,70819,0
2096,30,0,65,28,4,108162,0
2097,51,15,61,57,6,107632,1
2098,61,17,69,52,1,56308,1
2099,25,16,94,28,6,38054,1
2100,54,5,89,22,1,104606,0
2101,32,13,78,56,14,77018,1
2102,32,14,79,49,14,51250,1
2103,41,13,75,20,1,39413,0
2104,56,2,71,47,8,102391,1
2105,55,18,82,42,2,63921,1
2106,45,11,88,9,10,96123,1
2107,50,1,96,40,13,99363,1
2108,54,2,78,11,14,50785,0
2109,29,17,71,29,6,81865,1
2110,51,0,94,60,14,31861,1
2111,30,19,62,50,6,101340,1
2112,23,20,58,32,6,38979,1
2113,25,5,73,17,8,91833,0
2114,46,4,64,13,4,25357,0
2115,45,0,85,21,3,72201,0
2116,30,18,62,20,6,79254,1
2117,59,0,76,0,4,107160,0
2118,25,20,93,48,2,35796,1
2119,55,20,86,42,6,48238,1
2120,50,15,56,51,10,119176,1
2121,30,11,57,59,5,75978,1
2122,56,7,86,14,11,65883,1
2123,57,15,90,35,9,110478,1
2124,54,0,63,46,11,94396,1
2125,46,3,61,53,6,29447,0
2126,36,9,85,21,14,45523,1
2127,54,10,89,31,3,89079,0
2128,38,16,66,57,11,89823,1
2129,26,6,89,45,5,74289,0
2130,59,11,78,53,15,29849,1
2131,43,20,76,32,10,49718,1
2132,36,6,50,57,8,112862,0
2133,53,11,83,40,9,98002,1
2134,40,14,53,58,8,85977,1
2135,29,1,73,38,15,113325,1
2136,32,13,70,22,3,52135,0
2137,29,12,82,42,9,55262,1
2138,55,3,56,54,3,114971,0
2139,45,13,50,1,8,59787,0
2140,43,13,90,1,10,40689,1
2141,41,15,52,37,9,64860,1
2142,41,6,93,54,7,75344,1
2143,58,18,100,50,4,92891,1
2144,51,1,64,28,10,76658,0
2145,40,9,80,51,15,90869,1
2146,24,17,65,45,9,60330,1
2147,23,16,59,59,3,105312,1
2148,27,4,78,2,15,85064,0
2149,42,11,55,38,3,52014,0
2150,33,5,78,6,2,59563,0
2151,24,8,66,35,10,40270,0
2152,25,19,71,28,15,56279,1
2153,45,0,73,54,3,28657,0
2154,34,14,66,36,1,114422,0
2155,42,20,70,48,15,93773,1
2156,27,5,100,57,4,26027,1
2157,59,18,99,35,8,39199,1
2158,60,17,60,22,5,69954,1
2159,52,5,56,44,2,104317,0
2160,31,12,91,15,3,40120,0
2161,56,0,88,47,1,81812,0
2162,57,12,54,30,2,114825,0
2163,44,6,93,33,1,30983,0
2164,46,14,97,49,2,91629,1
2165,39,11,70,0,3,95325,0
2166,32,0,67,17,1,27912,0
2167,52,14,84,57,11,72879,1
2168,45,3,69,39,9,46873,0
2169,54,12,64,42,10,39332,1
2170,39,4,54,55,5,41564,0
2171,39,1,62,55,8,102795,0
2172,36,0,100,14,5,45526,0
2173,31,15,61,47,8,90481,1
2174,62,5,70,48,7,77775,1
2175,24,15,86,16,12,111649,1
2176,47,13,55,43,4,41006,0
2177,61,2,56,9,15,46643,0
2178,31,14,75,19,7,114949,0
2179,44,2,91,5,6,88128,0
2180,26,1,97,7,3,67523,0
2181,48,0,57,44,9,95220,0
2182,51,8,58,33,12,98390,1
2183,56,8,76,60,10,77784,1
2184,45,6,53,31,15,112893,1
2185,59,2,70,50,13,84701,1
2186,33,17,80,53,9,42946,1
2187,28,10,70,41,14,38127,1
2188,40,6,89,3,5,54404,0
2189,43,8,74,43,8,113424,1
2190,58,0,88,49,7,42401,1
2191,63,13,64,38,9,40428,1
2192,60,19,84,19,7,89372,1
2193,56,5,98,23,4,36971,1
2194,39,6,92,23,4,113018,1
2195,59,9,90,54,11,110504,1
2196,47,6,86,25,8,41565,1
2197,60,1,91,24,6,31829,0
2198,34,3,96,35,9,101023,0
2199,45,20,77,6,14,60435,1
2200,44,16,63,9,10,106823,1
2201,43,0,53,57,14,63941,0
2202,49,9,69,46,7,67459,1
2203,53,18,83,11,7,72976,1
2204,28,14,61,0,4,104199,0
2205,49,9,82,51,3,34176,1
2206,62,18,73,49,8,76516,1
2207,56,11,69,24,7,40072,0
2208,34,15,54,15,4,96052,0
2209,29,8,87,4,13,44689,1
2210,32,14,79,18,4,43599,1
2211,39,16,73,3,1,107045,0
2212,48,13,92,5,11,60388,1
2213,43,17,89,25,7,75603,1
2214,50,1,56,48,1,99736,0
2215,24,3,85,38,10,50789,0
2216,23,17,87,55,10,102432,1
2217,58,6,65,54,4,112467,1
2218,48,12,64,38,11,113623,1
2219,51,14,95,8,14,114289,1
2220,43,0,72,44,3,77282,0
2221,33,10,61,51,11,58464,1
2222,62,9,78,13,3,92806,0
2223,33,4,93,47,12,116627,1
2224,58,15,97,54,1,66994,1
2225,61,10,64,8,4,106596,0
2226,62,20,78,14,14,116123,1
2227,57,5,94,36,1,50594,0
2228,56,8,92,49,14,77563,1
2229,46,12,98,52,13,105352,1
2230,44,7,70,19,13,111840,1
2231,27,13,64,7,8,53386,0
2232,55,0,63,31,15,91652,0
2233,58,16,91,46,15,119835,1
2234,42,4,93,20,1,42540,0
2235,41,1,65,56,12,58756,1
2236,57,8,64,40,14,68426,1
2237,39,3,91,18,6,30587,0
2238,56,16,53,28,7,108748,1
2239,31,16,76,57,15,106339,1
2240,48,20,72,30,10,114792,1
2241,24,17,78,53,14,74039,1
2242,31,15,90,5,12,35269,1
2243,31,7,58,3,2,31088,0
2244,62,10,92,42,4,67044,1
2245,39,20,92,28,11,52081,1
2246,23,20,56,41,14,86388,1
2247,47,17,91,2,3,35543,1
2248,62,9,53,0,13,28005,0
2249,47,12,54,43,13,62203,1
2250,61,16,54,54,9,41220,1
2251,57,17,60,14,14,57696,1
2252,25,9,90,46,7,104683,1
2253,59,15,77,20,2,71381,0
2254,52,19,65,45,11,72984,1
2255,60,4,90,57,12,25076,1
2256,56,12,79,30,6,43946,1
2257,34,17,53,6,9,108492,1
2258,41,16,51,16,12,48471,1
2259,59,8,95,55,3,86531,1
2260,39,13,52,18,14,63738,1
2261,32,16,99,38,15,65720,1
2262,34,3,70,59,11,119673,1
2263,38,17,55,2,6,49440,0
2264,46,19,92,29,14,36862,1
2265,41,14,67,34,3,93273,1
2266,30,10,93,57,3,46788,1
2267,53,11,54,56,4,50522,1
2268,43,8,58,28,9,95185,0
2269,39,12,69,49,11,94404,1
2270,45,14,77,51,13,77289,1
2271,59,14,75,53,8,32824,1
2272,38,4,67,13,1,32799,0
2273,28,18,68,34,13,110406,1
2274,30,19,52,27,12,70147,1
2275,47,13,58,57,11,107922,1
2276,40,16,85,29,1,33614,0
2277,47,17,80,25,7,50147,0
2278,34,20,98,6,3,101637,1
2279,37,2,66,38,14,45914,1
2280,48,1,72,30,11,88699,1
2281,63,0,83,4,7,34615,0
2282,48,9,90,34,9,75785,1
2283,54,18,90,49,3,113589,1
2284,32,16,54,46,3,82811,0
2285,38,11,64,51,2,104017,0
2286,29,0,96,13,10,71898,0
2287,39,11,52,60,1,80505,1
2288,45,16,68,35,9,101031,1
2289,48,2,77,26,6,116818,0
2290,43,10,52,23,6,25146,0
2291,44,16,87,39,8,65275,1
2292,29,2,53,28,11,40977,0
2293,36,7,73,52,5,66565,1
2294,37,19,80,44,9,58945,1
2295,29,3,94,21,15,27594,1
2296,31,20,94,7,11,101610,1
2297,30,6,60,14,5,82655,0
2298,45,13,86,48,2,52431,1
2299,51,13,50,4,6,107684,0
2300,40,3,58,51,15,113197,1
2301,53,15,66,3,9,52571,0
2302,52,0,50,10,3,90971,0
2303,61,16,52,17,10,86797,0
2304,57,9,96,41,4,68937,1
2305,40,15,75,48,10,84643,1
2306,61,15,80,29,11,107054,1
2307,39,7,75,14,8,119026,0
2308,36,6,72,5,6,111538,0
2309,53,5,79,54,13,85051,1
2310,46,15,59,52,7,92902,1
2311,57,19,57,15,7,102903,0
2312,56,15,93,46,4,101990,1
2313,25,6,74,39,15,100204,1
2314,59,8,71,8,12,93951,1
2315,62,13,64,42,6,100768,1
2316,48,10,90,58,12,54039,1
2317,45,13,59,33,9,50568,1
2318,61,6,69,26,3,62459,0
2319,37,0,90,12,8,32669,0
2320,26,12,96,35,7,114749,1
2321,51,19,72,26,4,108816,0
2322,44,2,50,8,10,109985,0
2323,47,19,51,4,13,60516,1
2324,35,3,68,50,3,87484,0
2325,40,10,63,21,14,113612,0
2326,55,1,57,30,7,93197,0
2327,38,13,87,2,10,48333,1
2328,24,11,61,29,9,113295,0
2329,57,16,75,20,12,80611,1
2330,56,11,76,34,10,72941,1
2331,52,11,78,5,3,63875,0
2332,35,0,64,27,15,37698,0
2333,35,12,95,31,10,86826,1
2334,40,13,50,41,9,56408,1
2335,54,1,92,36,13,113421,1
2336,54,11,77,24,8,103845,0
2337,57,20,52,31,12,40133,1
2338,61,15,100,34,3,98746,1
2339,51,3,67,21,15,61126,0
2340,51,7,83,23,8,58043,1
2341,38,1,81,38,12,29078,0
2342,32,9,78,53,4,78906,1
2343,52,8,74,29,6,36137,0
2344,47,14,75,49,12,54350,1
2345,61,12,88,31,10,29698,1
2346,42,16,57,30,2,58132,0
2347,27,15,68,22,8,35165,0
2348,23,1,96,39,13,25794,1
2349,52,19,91,32,9,38646,1
2350,25,19,71,24,7,113715,1
2351,36,13,78,35,8,30870,1
2352,52,2,82,23,7,55736,0
2353,26,11,87,30,11,83084,1
2354,40,7,94,57,10,41211,1
2355,59,1,95,38,4,111665,0
2356,47,3,84,45,1,84538,0
2357,23,13,92,12,3,32377,0
2358,37,15,52,9,7,33861,1
2359,31,18,68,22,11,42821,1
2360,37,1,59,17,11,103488,0
2361,46,11,76,31,7,99583,1
2362,26,13,64,32,11,51953,1
2363,34,5,60,35,13,61801,1
2364,59,12,96,27,3,43277,1
2365,59,3,75,15,1,114439,0
2366,28,17,73,15,10,108762,1
2367,61,11,62,17,9,47628,1
2368,46,19,81,7,12,107246,1
2369,33,20,86,41,6,52802,1
2370,35,18,53,15,13,88497,1
2371,56,7,62,54,13,109320,1
2372,47,6,58,55,12,94814,1
2373,29,15,98,10,7,78702,1
2374,26,18,83,5,1,53677,0
2375,30,5,86,0,1,32500,0
2376,42,19,97,60,4,29015,1
2377,51,20,56,60,7,112372,1
2378,32,10,50,11,14,83812,0
2379,56,4,61,56,11,32826,1
2380,48,15,70,37,15,34201,1
2381,63,6,60,27,11,54048,1
2382,25,4,93,44,8,44941,1
2383,28,10,100,57,10,105641,1
2384,27,14,93,16,9,83418,1
2385,27,2,93,0,1,90689,0
2386,45,4,63,31,4,66541,0
2387,31,20,83,7,4,74939,1
2388,57,4,83,53,3,95422,1
2389,42,8,74,39,7,48950,1
2390,57,14,53,55,1,92803,0
2391,40,2,75,42,9,45642,0
2392,39,5,65,45,13,91506,1
2393,46,16,59,23,8,66607,1
2394,25,20,94,9,2,56288,0
2395,54,7,51,46,2,107865,0
2396,57,20,84,38,8,39450,1
2397,60,10,68,38,11,30618,0
2398,35,5,55,9,14,59263,0
2399,47,7,68,35,15,92583,1
2400,31,9,100,24,1,99900,0
2401,26,2,57,59,13,53794,0
2402,36,13,63,49,7,38091,1
2403,59,13,59,58,9,93422,1
2404,56,9,52,56,12,112108,0
2405,33,11,87,9,15,40161,1
2406,63,5,78,18,3,29158,0
2407,25,11,64,45,7,52663,1
2408,50,13,72,44,6,110381,1
2409,51,1,72,14,15,31733,0
2410,31,8,67,15,7,57001,0
2411,25,9,95,1,7,64128,0
2412,47,16,68,28,10,74630,1
2413,56,16,77,3,1,34329,0
2414,34,2,75,52,14,78105,1
2415,31,18,59,49,3,88436,1
2416,37,0,96,28,10,115348,1
2417,62,11,53,30,1,117635,0
2418,47,6,51,16,5,94579,0
2419,27,3,52,9,3,39242,0
2420,33,9,56,26,1,116814,0
2421,56,12,65,52,2,52133,1
2422,46,1,80,40,10,49740,1
2423,37,9,59,14,5,55976,0
2424,60,20,68,59,11,65067,1
2425,30,3,77,43,3,36231,0
2426,27,17,66,30,6,91105,1
2427,48,4,77,20,9,28328,1
2428,40,18,68,59,6,50261,1
2429,28,1,86,58,2,50262,0
2430,59,11,72,57,2,28280,0
2431,35,16,69,40,15,109683,1
2432,50,9,62,45,13,56742,1
2433,27,1,62,44,13,28590,1
2434,35,5,92,59,8,75226,1
2435,39,7,60,25,11,112542,0
2436,62,18,97,37,8,38570,1
2437,54,10,64,50,6,114443,0
2438,51,11,66,35,10,34533,1
2439,25,8,99,51,7,107283,1
2440,62,1,77,16,1,38366,0
2441,56,7,68,50,15,101368,1
2442,62,10,53,2,12,53325,0
2443,49,20,71,60,9,59798,1
2444,35,3,71,13,5,64453,0
2445,55,9,86,48,9,47849,1
2446,28,20,88,12,2,80943,1
2447,46,19,83,40,14,31157,1
2448,41,15,82,26,8,55178,1
2449,38,7,93,0,7,107537,1
2450,62,3,91,56,11,54030,1
2451,50,9,89,16,14,76134,1
2452,55,11,82,47,4,90729,1
2453,63,13,61,49,3,33164,1
2454,35,15,51,33,4,111378,1
2455,47,17,77,13,4,26119,1
2456,58,20,59,53,10,38351,1
2457,49,20,71,54,10,81063,1
2458,60,11,66,58,8,97076,1
2459,29,17,75,16,13,70162,1
2460,27,6,52,2,13,56760,0
2461,53,19,56,33,4,74678,1
2462,45,6,93,39,14,117064,1
2463,32,8,57,24,5,114074,0
2464,54,0,69,60,2,72628,0
2465,52,5,61,1,13,116894,0
2466,61,5,84,33,4,65739,0
2467,53,11,66,25,7,54738,1
2468,40,11,77,30,3,71921,0
2469,58,9,90,8,14,86068,1
2470,24,5,59,29,14,48581,0
2471,36,16,71,19,1,46485,0
2472,35,18,87,20,13,117701,1
2473,51,17,82,28,8,61294,1
2474,34,5,71,58,8,78001,1
2475,61,18,93,24,6,26634,1
2476,24,9,86,37,7,68969,1
2477,54,7,62,57,15,25093,1
2478,35,20,76,43,10,53370,1
2479,49,5,64,24,11,44750,1
2480,63,20,71,8,2,41472,0
2481,39,6,79,38,5,43934,1
2482,62,0,92,43,12,68774,0
2483,53,17,89,25,7,113057,1
2484,56,19,86,56,15,64125,1
2485,46,11,83,36,9,91981,1
2486,57,15,93,15,1,111541,1
2487,28,9,83,36,15,64103,1
2488,41,9,97,11,3,108750,0
2489,52,13,84,23,6,85085,0
2490,29,19,91,25,14,113705,1
2491,32,9,68,19,7,81543,1
2492,63,9,57,8,6,41938,0
2493,54,10,88,22,1,102492,1
2494,56,1,82,38,4,76586,0
2495,50,19,93,28,6,83024,1
2496,37,7,77,30,8,64687,0
2497,52,6,86,18,10,96129,1
2498,59,7,97,19,15,51207,1
2499,51,0,74,22,14,74354,0
2500,44,20,85,42,4,62310,1
2501,26,1,66,26,7,73960,0
2502,42,17,73,29,11,86262,1
2503,54,14,70,20,3,38403,0
2504,58,0,51,43,8,38065,0
2505,26,4,80,34,1,114930,0
2506,49,1,93,48,4,51801,1
2507,39,19,82,6,8,54230,1
2508,34,2,79,21,10,97706,0
2509,44,18,61,9,4,108942,1
2510,39,17,93,22,2,115214,1
2511,32,17,61,14,2,54968,0
2512,23,13,100,29,4,67517,1
2513,44,7,98,33,15,78239,1
2514,48,11,73,12,13,57655,1
2515,40,20,73,59,4,117623,1
2516,36,9,60,3,15,87771,1
2517,51,19,62,17,2,70984,1
2518,34,16,76,55,7,36049,1
2519,58,10,57,22,15,97321,0
2520,57,1,59,32,6,89813,0
2521,34,3,57,33,11,29655,0
2522,29,0,69,33,3,108994,0
2523,51,14,57,35,8,115638,1
2524,33,12,58,34,8,97454,0
2525,55,7,56,16,1,93972,0
2526,28,3,63,27,3,46432,0
2527,37,9,77,13,5,115409,1
2528,54,18,51,33,2,90896,1
2529,33,17,92,47,12,95135,1
2530,45,4,57,10,12,67936,1
2531,48,18,62,56,5,38750,1
2532,56,15,70,12,11,52987,1
2533,56,0,96,32,10,51165,1
2534,51,11,77,56,3,75541,1
2535,26,1,84,54,15,49346,1
2536,39,20,72,1,9,28514,1
2537,57,7,95,33,11,49838,1
2538,35,17,64,52,1,52559,1
2539,63,15,51,28,4,84207,0
2540,61,4,100,36,10,41385,1
2541,37,12,61,3,6,43317,0
2542,51,18,85,11,15,25393,1
2543,51,2,52,25,9,49881,0
2544,33,7,54,57,3,52955,0
2545,54,11,52,60,15,83308,1
2546,24,1,96,27,3,83014,1
